"어린이집명",시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
"쁘띠어린이집",경상남도,창원시 진해구,민간,49,8,경상남도 창원시 진해구 웅천중로56번길 11-1,055-545-7875,055-545-7875,,,,Y,,2019-03-28
"숲속정원어린이집",경상남도,창원시 진해구,민간,230,16,"경상남도 창원시 진해구 웅천북로146번길 31-4 (북부동 719, 숲속정원어린이집)",055-542-0101,055-542-0105,,,,N,,2019-03-28
"구름송이어린이집",경상남도,창원시 진해구,가정,19,6,"경상남도 창원시 진해구 웅천동로 100 209-103(남문동, 남문시티프라디움2차)",070-8873-5757,,,,,Y,,2019-03-28
"꽃길어린이집",경상남도,창원시 진해구,가정,19,6,"경상남도 창원시 진해구 웅천동로 100 206동 101호(남문동, 남문시티프라디움2차)",055-552-1393,,,,,Y,,2019-03-28
"남문시티어린이집",경상남도,창원시 진해구,가정,13,3,경상남도 창원시 진해구 웅천동로 16 112동103호(남문동.시티프라디움1차아파트),055-604-0199,,,,,N,,2019-03-28
"남문햇살어린이집",경상남도,창원시 진해구,가정,13,4,경상남도 창원시 진해구 웅천동로 16 105동103호(남문동.시티프라디움1차아파트),055-547-4665,,,,,N,,2019-03-28
"시티행복어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 웅천동로 100 208동 102호(남문동, 시티프라디움2차)",055-543-8518,,,,,Y,,2019-03-28
"한빛사랑어린이집",경상남도,창원시 진해구,가정,13,4,경상남도 창원시 진해구 웅천동로 16 105동102호(남문동.시티프라디움아파트),055-603-3529,,,,,N,,2019-03-28
"유성 어린이집",경상남도,창원시 진해구,민간,49,9,경상남도 창원시 진해구 이동로 4 (이동),055-552-6960,055-551-6960,,,,Y,,2019-03-28
"키즈썸머힐 어린이집",경상남도,창원시 진해구,민간,80,13,경상남도 창원시 진해구 충장로449번길 3 (이동),055-547-9555,055-547-9556,,,,Y,,2019-03-28
"배꼽어린이집",경상남도,창원시 진해구,가정,18,5,경상남도 창원시 진해구 이동로 67 (이동),055-543-0068,055-543-0068,,,,Y,,2019-03-28
"사랑샘 어린이집",경상남도,창원시 진해구,가정,20,2,경상남도 창원시 진해구 진해대로874번길 5-15,055-551-7273,,,,,Y,,2019-03-28
"성산어린이집",경상남도,창원시 진해구,가정,20,4,경상남도 창원시 진해구 진해대로882번길 9 (석동),055-547-8806,055-547-8809,,,,Y,,2019-03-28
"아이사랑어린이집",경상남도,창원시 진해구,가정,20,8,경상남도 창원시 진해구 이동로13번길 8 (이동),055-547-3783,055-547-5783,,,,Y,,2019-03-28
"앙팡어린이집",경상남도,창원시 진해구,가정,20,4,경상남도 창원시 진해구 충장로446번길 10 (이동),055-546-1575,055-546-1575,,,,Y,,2019-03-28
"예쁜아이 어린이집",경상남도,창원시 진해구,가정,19,6,"경상남도 창원시 진해구 병암로 20 101동 104호(이동, 진해이동디에스아이존빌)",055-547-7788,055-547-7788,,,,Y,,2019-03-28
"햇빛어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 동진로21번길 17 102동 102호(이동, 신성미소지움)",055-541-0678,055-541-0678,,,,Y,,2019-03-28
"창원시립 자은센트럴어린이집",경상남도,창원시 진해구,국공립,73,1,"경상남도 창원시 진해구 냉천로 189 (자은동, 센트럴빌리지)",055-547-7050,,,,,N,,2019-03-28
"창원시립 자은하늘닮어린이집",경상남도,창원시 진해구,국공립,76,11,경상남도 창원시 진해구 냉천로 192 천년나무아파트 관리동,055-547-6464,,,,,Y,,2019-03-28
"은혜어린이집",경상남도,창원시 진해구,사회복지법인,83,4,경상남도 창원시 진해구 자은로78번길 41 (자은동),055-546-7795,055-546-7795,,,,Y,,2019-03-28
"은혜영아전담어린이집",경상남도,창원시 진해구,사회복지법인,39,7,경상남도 창원시 진해구 자은로78번길 41 (자은동),055-546-7796,055-546-7795,,,,Y,,2019-03-28
"발도르프예쁜어린이집",경상남도,창원시 진해구,민간,49,12,경상남도 창원시 진해구 냉천로129번길 30-1 (자은동),055-547-2772,055-547-2772,,,,Y,,2019-03-28
"벚꽃마을어린이집",경상남도,창원시 진해구,민간,29,5,경상남도 창원시 진해구 진해대로921번길 10 내 관리소옆 관리동,055-551-0190,055-551-0190,,,,Y,,2019-03-28
"에일린의뜰어린이집",경상남도,창원시 진해구,민간,47,10,경상남도 창원시 진해구 냉천로 235 에일린의뜰,055-551-5517,,,,,N,,2019-03-28
"중흥솔가람어린이집",경상남도,창원시 진해구,민간,39,10,경상남도 창원시 진해구 냉천로 262 110동(관리동),055-545-5374,055-546-5374,,,,N,,2019-03-28
"프라임크로바어린이집",경상남도,창원시 진해구,민간,73,14,경상남도 창원시 진해구 냉천로 257 LH자은프라임 복리동,055-544-7100,055-544-7102,,,,N,,2019-03-28
"하늘소어린이집",경상남도,창원시 진해구,민간,99,17,경상남도 창원시 진해구 자은로64번길 13 (자은동),055-547-3864,055-542-3864,,,,Y,,2019-03-28
"너랑나랑어린이집",경상남도,창원시 진해구,가정,20,4,경상남도 창원시 진해구 냉천로 310-31,055-546-5429,,,,,Y,,2019-03-28
"누리봄어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 진해대로975번길 20 102동 101호(자은동, 자은동더샵아파트)",055-547-7797,055-547-7797,,,,Y,,2019-03-28
"사과나무어린이집",경상남도,창원시 진해구,가정,19,6,"경상남도 창원시 진해구 자은로64번가길 26 103동 102호(자은동, 자은동월드메르디앙)",055-547-5589,,,,,Y,,2019-03-28
"사랑별어린이집",경상남도,창원시 진해구,가정,19,4,경상남도 창원시 진해구 냉천로 257 416동 102호,055-551-0077,055-551-0077,,,,N,,2019-03-28
"아이스토리어린이집",경상남도,창원시 진해구,가정,19,2,"경상남도 창원시 진해구 냉천로 84 112동 101호(자은동, 대동빌라트)",070-8615-0284,,,,,Y,,2019-03-28
"자은숲어린이집",경상남도,창원시 진해구,가정,19,5,경상남도 창원시 진해구 냉천로 257 413동 104호,055-552-5633,,,,,N,,2019-03-28
"푸른샘어린이집",경상남도,창원시 진해구,가정,20,3,경상남도 창원시 진해구 자은로 16-1,055-544-0144,070-7383-5493,,,,Y,,2019-03-28
"해성어린이집",경상남도,창원시 진해구,가정,19,6,경상남도 창원시 진해구 냉천로 88 101동103호,055-547-1211,055-547-1211,,,,Y,,2019-03-28
"창원시립 신흥어린이집",경상남도,창원시 진해구,국공립,98,12,경상남도 창원시 진해구 충무로 23 (신흥동),055-541-0700,,,,,Y,,2019-03-28
"홍익어린이집",경상남도,창원시 진해구,민간,113,14,경상남도 창원시 진해구 편백로7번길 20 (회현동),055-545-3555,055-543-0333,,,,Y,,2019-03-28
"동화속어린이집",경상남도,창원시 진해구,가정,20,4,경상남도 창원시 진해구 중원로43번길 8-1 (광화동),055-543-4328,,,,,Y,,2019-03-28
"오션빌해군어린이집",경상남도,창원시 진해구,직장,80,16,경상남도 창원시 진해구 여명로 19 오션빌아파트내,055-541-1876,055-541-1873,,,,N,,2019-03-28
"진해어린이집",경상남도,창원시 진해구,법인·단체,80,7,경상남도 창원시 진해구 중원로 78 (송학동),055-544-0324,055-544-0329,,,,Y,,2019-03-28
"밝은누리어린이집",경상남도,창원시 진해구,민간,41,7,경상남도 창원시 진해구 중원로 68-1,070-4116-6635,055-543-6634,,,,Y,,2019-03-28
"숙명어린이집",경상남도,창원시 진해구,민간,93,9,경상남도 창원시 진해구 태백서로 75 (태백동),055-542-9551,055-543-9551,,,,Y,,2019-03-28
"늘사랑어린이집",경상남도,창원시 진해구,가정,20,3,경상남도 창원시 진해구 충장로235번길 11 (경화동),055-547-6787,,,,,Y,,2019-03-28
"세종어린이집",경상남도,창원시 진해구,사회복지법인,113,17,경상남도 창원시 진해구 백구로6번길 6 (제황산동),055-544-2303,055-544-2309,,,,Y,,2019-03-28
"궁전어린이집",경상남도,창원시 진해구,민간,28,3,경상남도 창원시 진해구 태평로48번길 9 (충의동),055-542-7531,055-542-7531,,,,Y,,2019-03-28
"글로리아어린이집",경상남도,창원시 진해구,민간,119,15,경상남도 창원시 진해구 태평로 80 글로리아어린이집,055-541-0068,055-541-1130,,,,Y,,2019-03-28
"꼬마또래어린이집",경상남도,창원시 진해구,민간,27,5,경상남도 창원시 진해구 태평로 57 (태평동),055-546-1958,,,,,Y,,2019-03-28
"창원시립 보배어린이집",경상남도,창원시 진해구,국공립,44,15,경상남도 창원시 진해구 진해대로 1101 진해종합사회복지관 부설 장애전담보배어린이집,055-540-0280,055-540-0289,,,,Y,,2019-03-28
"풍호은성영아전담어린이집",경상남도,창원시 진해구,사회복지법인,49,13,경상남도 창원시 진해구 천자로385번길 9-12,055-544-8117,055-542-8117,,,,Y,,2019-03-28
"늘푸른어린이집",경상남도,창원시 진해구,민간,177,27,경상남도 창원시 진해구 천자로 386 마린푸르지오아파트 복리동,055-547-9985,,,,,N,,2019-03-28
"마린빅스맘어린이집",경상남도,창원시 진해구,민간,33,9,"경상남도 창원시 진해구 충장로657번길 35 (마린프로지오 2단지관리동, 풍호동)",055-542-0995,,,,,N,,2019-03-28
"잉글랜드어린이집",경상남도,창원시 진해구,민간,39,1,경상남도 창원시 진해구 진해대로1041번길 3 (풍호동),055-545-6011,055-541-6011,,,,Y,,2019-03-28
"조이어린이집",경상남도,창원시 진해구,민간,161,23,경상남도 창원시 진해구 천자로413번길 5 (풍호동),055-542-3881,070-4009-0188,,,,Y,,2019-03-28
"파랑새어린이집",경상남도,창원시 진해구,민간,39,9,"경상남도 창원시 진해구 진해대로1026번길 15 부길하이츠빌라 101,102 (풍호동)",055-551-3226,055-551-3226,,,,Y,,2019-03-28
"한신에코어린이집",경상남도,창원시 진해구,민간,46,9,경상남도 창원시 진해구 행암로 5 213동(복리동),055-601-0309,,,,,N,,2019-03-28
"해누리어린이집",경상남도,창원시 진해구,민간,39,9,경상남도 창원시 진해구 행암로 25 대동다숲아파트내 복리동 해누리어린이집,055-542-3066,055-542-3066,,,,Y,,2019-03-28
"행복한아이어린이집",경상남도,창원시 진해구,민간,34,6,경상남도 창원시 진해구 풍호로 68 한림리츠빌아파트 내 관리동 (풍호동),055-552-9221,055-552-9221,,,,Y,,2019-03-28
"꿈동산민들레어린이집",경상남도,창원시 진해구,가정,20,1,"경상남도 창원시 진해구 행암로 25 119동 102호(장천동, 진해장천대동다숲아파트)",055-606-5899,055-606-5899,,,,Y,,2019-03-28
"다숲해바라기어린이집",경상남도,창원시 진해구,가정,20,6,"경상남도 창원시 진해구 행암로 25 117동 103호(장천동, 진해장천대동다숲아파트)",055-546-1228,,,,,N,,2019-03-28
"다온어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 행암로 25 103동 101호(장천동, 진해장천대동다숲아파트)",055-542-3068,055-542-3068,,,,Y,,2019-03-28
"대동다숲어린이집",경상남도,창원시 진해구,가정,19,3,"경상남도 창원시 진해구 행암로 25 107동 104호(장천동, 진해장천대동다숲아파트)",055-547-7054,,,,,Y,,2019-03-28
"루키어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 충장로 575 109동 111호(풍호동, 우성아파트)",055-551-1463,070-7372-1463,,,,Y,,2019-03-28
"마린키즈어린이집",경상남도,창원시 진해구,가정,18,5,경상남도 창원시 진해구 천자로 386 108동 102호(풍호동. 마린푸르지오1차아파트),055-541-1661,,,,,Y,,2019-03-28
"사랑꽃어린이집",경상남도,창원시 진해구,가정,20,4,"경상남도 창원시 진해구 행암로 25 117동 106호(장천동, 진해장천대동다숲아파트)",055-545-3747,,,,,Y,,2019-03-28
"산새소리어린이집",경상남도,창원시 진해구,가정,20,5,"경상남도 창원시 진해구 풍호로42번길 13 112동 102호(풍호동, 동부산아이존빌)",055-551-6621,,,,,Y,,2019-03-28
"슈퍼스타어린이집",경상남도,창원시 진해구,가정,13,4,"경상남도 창원시 진해구 충장로 575 112동 110호(풍호동, 우성아파트)",055-542-1748,055-542-1748,,,,Y,,2019-03-28
"아이숲어린이집",경상남도,창원시 진해구,가정,20,7,"경상남도 창원시 진해구 충장로 575 107동 102호(풍호동, 우성아파트)",055-544-3892,,,,,Y,,2019-03-28
"옹달샘어린이집",경상남도,창원시 진해구,가정,19,1,"경상남도 창원시 진해구 행암로 25 107동 103호(장천동, 진해장천대동다숲아파트)",055-542-2390,,,,,Y,,2019-03-28
"우성루키어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 충장로 575 118동 107호(풍호동, 우성아파트)",055-542-1463,055-544-1464,,,,Y,,2019-03-28
"우성하늘빛어린이집",경상남도,창원시 진해구,가정,20,5,"경상남도 창원시 진해구 충장로 575 110동 103호(풍호동, 우성아파트)",055-547-1245,,,,,Y,,2019-03-28
"우성해피맘어린이집",경상남도,창원시 진해구,가정,20,5,"경상남도 창원시 진해구 충장로 575 110동 106호(풍호동, 우성아파트)",055-542-3254,050-4444-6842,,,,Y,,2019-03-28
"은하수 어린이집",경상남도,창원시 진해구,가정,19,5,"경상남도 창원시 진해구 충장로 575 115동 101호(풍호동, 우성아파트)",055-551-2595,,,,,Y,,2019-03-28
"재롱둥이어린이집",경상남도,창원시 진해구,가정,19,3,"경상남도 창원시 진해구 진해대로1099번길 10 101동 106호(장천동, 벽산이솔렌스힐)",055-542-2164,,,,,N,,2019-03-28
"코코어린이집",경상남도,창원시 진해구,가정,19,6,"경상남도 창원시 진해구 행암로 25 112동 101호(장천동, 진해장천대동다숲아파트)",055-547-0707,,,,,Y,,2019-03-28
"쿠키어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 풍호로42번길 13 108동 101호(풍호동, 동부산아이존빌)",055-543-9002,,,,,Y,,2019-03-28
"푸른하늘내아이어린이집",경상남도,창원시 진해구,가정,19,6,"경상남도 창원시 진해구 천자로 386 111동 104호(장천동, 마린푸르지오1단지)",055-546-8200,055-546-8200,,,,Y,,2019-03-28
"풀꽃어린이집",경상남도,창원시 진해구,가정,19,3,"경상남도 창원시 진해구 행암로 25 109동 102호(장천동, 진해장천대동다숲아파트)",070-8225-7272,,,,,Y,,2019-03-28
"해바라기어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 천자로 386 107동 103호(풍호동, 마린푸르지오1단지)",055-545-1228,,,,,Y,,2019-03-28
"해봄어린이집",경상남도,창원시 진해구,가정,19,4,"경상남도 창원시 진해구 충장로 575 108동 110호(풍호동, 우성아파트)",055-545-1683,055-545-1683,,,,Y,,2019-03-28
"햇님이노래하는어린이집",경상남도,창원시 진해구,가정,20,3,"경상남도 창원시 진해구 행암로 25 112동 106호(장천동, 진해장천대동다숲아파트)",055-542-5227,,,,,Y,,2019-03-28
"바다마을해군어린이집",경상남도,창원시 진해구,직장,82,15,경상남도 창원시 진해구 충장로 645,055-713-5533,055-713-5534,,,,N,,2019-03-28
